Lead Day,FuXi_ACC,FuXi_RMSE,Spire_ACC,Spire_RMSE,ECMWF_ACC,ECMWF_RMSE,NCEP_ACC,NCEP_RMSE
1,0.9594178659880217,19.09781006782974,0.9099009098374388,16.1080536352701,0.9636768967938931,22.664430522724583,0.9684397656697872,23.279628275363415
2,0.9629484438841532,19.056005607907785,0.9070599122965226,14.493297494810406,0.966885691313739,20.055111160049726,0.9703013507726528,24.760944128694682
3,0.9731025860041379,18.713238435159386,0.9112881435531084,15.392637916064873,0.9718640010214299,21.508735531647485,0.9677048640175795,24.32590523186637
4,0.9638184863551233,18.05713932037166,0.9109706884146748,18.071852141623847,0.9706626389621096,20.763074742191787,0.9708738832341166,20.53726912176199
5,0.9639095238850056,18.895607056972192,0.9065419044394379,17.9525748766318,0.9689177651437817,18.88044868000308,0.9707133164381783,21.951068006313065
6,0.9577181547189588,23.992413039044497,0.9071909554961706,19.090275834547082,0.9720092940316429,21.4369479243556,0.9646686801252182,26.65587950607698
7,0.9457089928649189,26.692406419921607,0.9042425528474572,19.157223244260724,0.9633188235226764,24.396562974187667,0.954208121776477,31.167650749189093
8,0.9177074426057898,29.32794001631492,0.8920988695478939,17.961022676388374,0.9522383020048829,22.19411964181771,0.9475573016868867,33.0873775568034
9,0.9014675957163524,36.94389033344536,0.8740218764635643,26.04841756627447,0.944904393162667,25.126362567850602,0.9281256229389852,37.780964848015714
10,0.9288976027678609,36.34923327151011,0.8798719424649186,27.092969872936962,0.9424427230529712,26.50606074605613,0.9302945405728084,39.19720641751675
11,0.9312845602008887,32.480458309554,0.8877581855817033,27.675245399503034,0.9528922584908579,25.77300324366151,0.9270075651738593,36.155417058825
12,0.9335824354301379,35.354307875691696,0.8783342835213793,29.100147528395517,0.9441004756005091,27.372455269708908,0.9093877244178401,37.8554737266225
13,0.9263521659958743,44.89118047682507,0.8660129102383624,31.6629028943305,0.9280721273684782,31.819412836594093,0.9167828775319843,39.39004101194101
14,0.9217816163946673,48.636441901574024,0.8668104752142635,30.408719487862495,0.922120217550397,32.03739083893218,0.926411792348421,40.75832184357567
15,0.906185062908463,51.408152856516345,0.8592614944397325,29.12869656967125,0.908372940291117,30.945955045534557,0.9089789252546812,41.81226672534082
16,0.8949610912669951,50.87373761968542,0.8579774687458664,31.936774936087502,0.9007744511696537,35.47708001167108,0.8806579949277789,42.64087028950064
17,0.9233316791744601,46.62382221847481,0.8828559308561338,27.815707575793592,0.9022381650367651,37.293818425058916,0.894817415699651,42.17179467818771
18,0.93075908708661,45.3309612275405,0.8912311152335289,27.644367324929153,0.9141433205899763,33.76065629952256,0.9122492724106942,38.23783431368999
19,0.9341580705014535,45.390756299951605,0.893531390953897,27.304936652330984,0.9404439796597239,30.116449183030838,0.9189209678835459,37.53618372992844
20,0.9069539043229556,50.48471098019202,0.8791103298090974,31.840585384512817,0.920236140296012,31.11950621208768,0.9179449932737107,41.38936282363271
21,0.9044144624471344,44.209697211438005,0.8792401596011312,30.631917919006973,0.9006721802051803,34.599098665325435,0.9159861984893654,44.73924681391892
22,0.8963545300560916,42.07633874332078,0.869077168199741,27.953088362680447,0.892144707843523,40.905915842944395,0.9121102637885355,44.54912309731446
23,0.8938266012459272,49.84719949711962,0.855435094523487,34.097952513555995,0.8943971769417934,50.13986689406421,0.8826093697357089,47.61865588333208
24,0.8968263241277579,45.41836962349227,0.8776982856966764,30.901160296306745,0.9000502754552647,47.88105310806811,0.9065573181216247,46.109530779678266
25,0.8897493497589329,38.344103849369134,0.8857012559617741,28.715920264260223,0.895030800054352,44.5674054098412,0.9041316592866627,45.185540323419175
26,0.9230077892051608,39.2931128493869,0.886779060903318,28.891028945304292,0.8972541170111032,43.16137648680978,0.9035955966219533,46.23417263970718
27,0.9335735119315873,44.331504248494554,0.8704429985274886,33.11178562395466,0.897676198279579,45.30197309160716,0.8858294412189753,48.834397461828644
28,0.9297701579199208,49.94433556878233,0.8711399217899913,32.22605300934964,0.9172698440163383,44.24835041081634,0.9112247727608891,46.17709102426307
29,0.9098316983843984,51.792846950392466,0.8634572603663982,29.05318673607943,0.9042938235042985,40.442838707310514,0.893060130030327,43.38375744180769
30,0.9105431659194653,48.910263920204734,0.858952142466184,31.538198368449766,0.8798875791328619,42.59872390979169,0.8743578006142187,42.66725806951665
31,0.9332059359726548,38.83563515752829,0.8717377231515747,30.87889672422336,0.8777604130485938,43.3821537704939,0.8916911053373643,40.37486266502553
32,0.9237514203097581,38.59542661787498,0.878991498365562,29.692913066741976,0.8890211715035536,42.66869882401546,0.9070266483673439,38.10372538860125
33,0.9320144238415384,41.07041986095101,0.8796190695014936,29.679907642280362,0.8959684899016143,42.63543487880021,0.8864815626449224,42.62064467167908
34,0.9323146490035636,42.65976528335976,0.8701848902195434,32.355891404376045,0.9021361207027799,39.34669794077199,0.8608342136538464,48.177999464601044
35,0.917843032085435,44.74643091331489,0.8677482982122219,34.757555820399986,0.9087899872233484,42.36025788681249,0.8567931383443199,46.359272736226906
36,0.9153009553685603,46.73858126445556,0.856253756379335,33.093924613802564,0.8870408949544243,44.1329325182851,0.8437662934431887,47.61876645722133
37,0.9005807359420511,48.12305263634,0.8531664327697253,34.73283733165043,0.8943329272416948,45.95499751653884,0.8455359359309776,48.4098899759218
38,0.9044701982048949,48.545495958962825,0.8659858818238799,33.18326170008691,0.8986861655110758,43.26533102790232,0.868045337737361,42.300941652325605
39,0.8983116813323703,47.78362027979503,0.877092461218807,31.653012905440185,0.895028280847277,42.05877524913403,0.8713865452294203,39.896399290770354
40,0.9182344992408835,47.16688565008633,0.8772347622694905,31.765752710490517,0.8927242134073636,42.6618971232391,0.8832523749472809,40.20910790244696
41,0.9217826080123562,47.34639545306159,0.8727111551159977,33.12120743887618,0.8790128057259369,44.28606542184355,0.8708106400253492,42.22925938016464
42,0.8926627179951496,49.29386250313658,0.8673394683657031,35.04722459507432,0.8631502594857163,47.70172236454718,0.8639528194190397,42.137129375764786
